PARAMETERS: 
 
labelset: llm 
split: train 
lambda: 0 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/llm_cls_5.json 
 
F1: 0.5274837828610447 
 
              precision    recall  f1-score   support

         LOC       0.55      0.68      0.60      2239
Sporting             B-ORG                B-ORG                B-ORG                B-LOC                
3                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
ATHLETICS            O                    O                    O                    O                    
-                    O                    O                    O                    O                    
WOMEN                O                    B-MISC               B-MISC               B-MISC               
'S                   O                    I-MISC               I-MISC               I-MISC               
1,000                O                    B-MISC               B-MISC               B-MISC               
METRES               O                    B-MISC               B-MISC               B-MISC               
WORLD                O                    B-ORG                B-ORG                B-MISC               
RECORD               O                    I-ORG                I-ORG                I-MISC               
EVOLUTION            O                    I-ORG                I-ORG                I-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BRUSSELS             B-LOC                B-LOC                B-MISC               B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
metres               O                    B-MISC               B-MISC               B-MISC               
world                O                    B-MISC               B-MISC               B-MISC               
record               O                    I-MISC               I-MISC               I-MISC               
(                    O                    O                    O                    O                    
tabulated            O                    B-MISC               B-MISC               B-MISC               
under                O                    O                    O                    O                    
time                 O                    B-ORG                B-ORG                B-ORG                
,                    O                    O                    O                    O                    
name                 O                    B-PER                B-MISC               B-PER                
/                    O                    I-PER                I-MISC               I-PER                
nationality          O                    I-PER                I-MISC               I-PER                
,                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
2:29.34              O                    O                    O                    O                    
Maria                B-PER                B-PER                B-PER                B-PER                
Mutola               I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Mozambique           B-LOC                B-MISC               B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Brussels             B-LOC                B-LOC                B-LOC                B-LOC                
25.8.95              O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BONN                 B-LOC                B-LOC                B-PER                B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Summary              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
German               B-MISC               B-LOC                B-MISC               B-MISC               
first                O                    O                    O                    O                    
division             O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Australia            B-LOC                B-LOC                B-MISC               B-LOC                
foreign              O                    B-PER                B-ORG                B-ORG                
minister             O                    I-PER                I-ORG                I-ORG                
arrives              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
China                B-LOC                B-LOC                B-MISC               B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BEIJING              B-LOC                B-LOC                B-PER                B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
China                B-LOC                B-LOC                B-MISC               B-MISC               
will                 O                    O                    O                    O                    
resume               O                    O                    O                    O                    
sovereignty          O                    O                    O                    O                    
over                 O                    O                    O                    O                    
Hong                 B-LOC                B-LOC                B-LOC                B-LOC                
Kong                 I-LOC                I-LOC                I-LOC                I-LOC                
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
British              B-MISC               B-MISC               B-LOC                B-MISC               
colony               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
in                   O                    O                    O                    O                    
mid-1997             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Downer               B-PER                B-PER                B-PER                B-PER                
is                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
first                O                    O                    O                    O                    
Australian           B-MISC               O                    O                    O                    
minister             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
visit                O                    O                    O                    O                    
China                B-LOC                B-LOC                B-MISC               B-LOC                
since                O                    O                    O                    O                    
the                  O                    O                    O                    O                    
new                  O                    O                    O                    O                    
conservative         O                    O                    O                    O                    
government           O                    O                    O                    O                    
took                 O                    O                    O                    O                    
office               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Canberra             B-LOC                B-LOC                B-MISC               B-LOC                
in                   O                    O                    O                    O                    
March                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
FERGUSON             B-PER                B-PER                B-LOC                B-PER                
BACK                 O                    O                    O                    O                    
IN                   O                    O                    O                    O                    
SCOTTISH             B-MISC               B-LOC                B-LOC                B-LOC                
SQUAD                O                    I-LOC                I-LOC                I-LOC                
AFTER                O                    O                    O                    O                    
20                   O                    B-MISC               B-MISC               B-MISC               
MONTHS               O                    I-MISC               I-MISC               I-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Everton              B-ORG                B-ORG                B-MISC               B-ORG                
's                   O                    O                    O                    O                    
Duncan               B-PER                B-PER                B-PER                B-PER                
Ferguson             I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
scored               O                    O                    O                    O                    
twice                O                    O                    O                    O                    
against              O                    O                    O                    O                    
Manchester           B-ORG                B-ORG                B-ORG                B-ORG                
United               I-ORG                I-ORG                I-ORG                I-ORG                
on                   O                    O                    O                    O                    
Wednesday            O                    B-MISC               B-MISC               B-MISC               
,                    O                    O                    O                    O                    
was                  O                    O                    O                    O                    
picked               O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    B-MISC               B-MISC               B-MISC               
for                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Scottish             B-MISC               B-ORG                B-ORG                B-ORG                
squad                O                    I-ORG                I-ORG                I-ORG                
after                O                    O                    O                    O                    
a                    O                    O                    O                    O                    
20-month             O                    B-MISC               B-MISC               B-MISC               
exile                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Celtic               B-ORG                B-ORG                B-ORG                B-ORG                
's                   O                    O                    O                    O                    
Jackie               B-PER                B-PER                B-PER                B-PER                
McNamara             I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
did                  O                    O                    O                    O                    
well                 O                    O                    O                    O                    
with                 O                    O                    O                    O                    
last                 O                    O                    O                    O                    
season               O                    O                    O                    O                    
's                   O                    O                    O                    O                    
successful           O                    O                    O                    O                    
under-21             O                    B-PER                B-PER                B-MISC               
team                 O                    I-PER                I-PER                I-MISC               
,                    O                    O                    O                    O                    
earns                O                    O                    O                    O                    
a                    O                    O                    O                    O                    
call-up              O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
senior               O                    B-MISC               B-MISC               B-MISC               
squad                O                    I-MISC               I-MISC               I-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Britain              B-LOC                B-ORG                B-LOC                B-LOC                
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    B-MISC               B-LOC                B-MISC               
it                   O                    O                    O                    O                    
would                O                    O                    O                    O                    
give                 O                    O                    O                    O                    
25                   O                    B-MISC               B-LOC                B-MISC               
million              O                    I-MISC               I-LOC                I-MISC               
pounds               O                    I-MISC               I-LOC                I-MISC               
(                    O                    O                    O                    O                    
$                    O                    O                    O                    O                    
39                   O                    O                    O                    O                    
million              O                    O                    O                    O                    
)                    O                    O                    O                    O                    
of                   O                    O                    O                    O                    
development          O                    O                    O                    O                    
aid                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Caribbean            B-LOC                B-LOC                B-LOC                B-LOC                
island               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Montserrat           B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
where                O                    O                    O                    O                    
much                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
population           O                    O                    O                    O                    
living               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
south                O                    O                    O                    O                    
has                  O                    O                    O                    O                    
fled                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
avoid                O                    O                    O                    O                    
a                    O                    O                    O                    O                    
volcano              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
volcano              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Soufriere            B-LOC                B-LOC                B-LOC                B-LOC                
hills                O                    I-LOC                I-LOC                I-LOC                
has                  O                    O                    O                    O                    
erupted              O                    O                    O                    O                    
three                O                    O                    O                    O                    
times                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
past                 O                    O                    O                    O                    
13                   O                    O                    O                    O                    
months               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
last                 O                    O                    O                    O                    
April                O                    B-MISC               B-LOC                B-MISC               
some                 O                    O                    O                    O                    
4,500                O                    O                    O                    O                    
people               O                    O                    O                    O                    
living               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
capital              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Plymouth             B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
and                  O                    O                    O                    O                    
southern             O                    O                    O                    O                    
areas                O                    O                    O                    O                    
were                 O                    O                    O                    O                    
evacuated            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
north                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
where                O                    O                    O                    O                    
many                 O                    O                    O                    O                    
are                  O                    O                    O                    O                    
living               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
public               O                    O                    O                    O                    
shelters             O                    O                    O                    O                    
and                  O                    O                    O                    O                    
schools              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Overseas             B-ORG                B-ORG                B-ORG                B-ORG                
Development          I-ORG                I-ORG                I-ORG                I-ORG                
Minister             O                    I-ORG                I-ORG                I-ORG                
Lynda                B-PER                B-PER                B-PER                B-ORG                
Chalker              I-PER                I-PER                I-PER                I-ORG                
said                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
recent               O                    O                    O                    O                    
census               O                    O                    O                    O                    
had                  O                    O                    O                    O                    
shown                O                    O                    O                    O                    
most                 O                    O                    O                    O                    
Montserratians       B-MISC               O                    O                    O                    
wanted               O                    O                    O                    O                    
to                   O                    O                    O                    O                    
remain               O                    O                    O                    O                    
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
island               O                    O                    O                    O                    
.                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Press                O                    B-ORG                B-ORG                B-LOC                
spokesman            O                    O                    O                    O                    
Alexander            B-PER                B-PER                B-PER                B-PER                
Barkhatov            I-PER                I-PER                I-PER                I-PER                
told                 O                    O                    O                    O                    
reporters            O                    O                    O                    O                    
the                  O                    O                    O                    O                    
negotiations         O                    O                    O                    O                    
,                    O                    O                    O                    O                    
being                O                    O                    O                    O                    
held                 O                    O                    O                    O                    
at                   O                    O                    O                    O                    
this                 O                    O                    O                    O                    
rebel-held           O                    B-LOC                B-LOC                B-LOC                
village              O                    I-LOC                I-LOC                I-LOC                
some                 O                    O                    O                    O                    
20                   O                    O                    O                    O                    
km                   O                    O                    O                    O                    
(                    O                    O                    O                    O                    
12                   O                    O                    O                    O                    
miles                O                    O                    O                    O                    
)                    O                    O                    O                    O                    
south                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Chechen              B-MISC               B-LOC                B-LOC                B-LOC                
capital              O                    I-LOC                I-LOC                I-LOC                
Grozny               B-LOC                I-LOC                I-LOC                I-LOC                
,                    O                    O                    O                    O                    
were                 O                    O                    O                    O                    
progressing          O                    O                    O                    O                    
briskly              O                    O                    O                    O                    
and                  O                    O                    O                    O                    
being                O                    O                    O                    O                    
conducted            O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
good                 O                    O                    O                    O                    
mood                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
He                   O                    O                    O                    O                    
said                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
document             O                    O                    O                    O                    
would                O                    O                    O                    O                    
be                   O                    O                    O                    O                    
completed            O                    O                    O                    O                    
in                   O                    O                    O                    O                    
an                   O                    O                    O                    O                    
hour                 O                    O                    O                    O                    
's                   O                    O                    O                    O                    
time                 O                    O                    O                    O                    
for                  O                    O                    O                    O                    
signature            O                    O                    O                    O                    
by                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
two                  O                    O                    O                    O                    
sides                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
were                 O                    O                    O                    O                    
working              O                    O                    O                    O                    
on                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
day-by-day           O                    O                    O                    O                    
schedule             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
stop                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
war                  O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Chechnya             B-LOC                B-ORG                B-LOC                B-LOC                
.                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
DUTCH                B-MISC               B-LOC                B-LOC                B-ORG                
FIRST                O                    I-LOC                I-LOC                I-ORG                
DIVISION             O                    I-LOC                I-LOC                I-ORG                
SUMMARY              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Nilis                B-PER                B-PER                B-PER                B-PER                
42nd                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Cocu                 B-PER                B-PER                B-MISC               B-PER                
54th                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
67th                 O                    O                    O                    O                    
)                    O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
seedings             O                    B-MISC               B-MISC               B-LOC                
)                    O                    O                    O                    O                    
:                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
9/16                 O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Chen                 B-PER                B-PER                B-PER                B-PER                
Gang                 I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
China                B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
9/16                 O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Hermawan             B-PER                B-PER                B-PER                B-PER                
Susanto              I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Indonesia            B-LOC                B-LOC                B-LOC                B-PER                
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
SCOTTISH             B-MISC               B-MISC               B-MISC               B-MISC               
PREMIER              O                    B-ORG                B-MISC               B-MISC               
DIVISION             O                    I-ORG                I-MISC               I-MISC               
RESULT               O                    O                    O                    O                    
/                    O                    O                    O                    O                    
STANDINGS            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Result               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Scottish             B-MISC               B-MISC               B-LOC                B-MISC               
premier              O                    B-MISC               B-MISC               B-MISC               

 
Token                Clean                Original             CLS                  SUM                  
 
Standings            O                    B-MISC               B-LOC                B-MISC               
(                    O                    O                    O                    O                    
tabulated            O                    O                    O                    O                    
under                O                    O                    O                    O                    
played               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
won                  O                    O                    O                    O                    
,                    O                    O                    O                    O                    
drawn                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
lost                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
goals                O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Hibernian            B-ORG                B-MISC               B-LOC                B-LOC                
3                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
