PARAMETERS: 
 
labelset: weak 
split: train 
lambda: 0.33 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/weak_cls_4.json 
 
F1: 0.5925198059325678 
 
              precision    recall  f1-score   support

         LOC       0.58      0.83      0.68      2239
little               O                    O                    O                    O                    
rusty                O                    O                    O                    O                    
while                O                    O                    O                    O                    
Italian              B-MISC               B-MISC               B-MISC               O                    
team                 O                    O                    O                    O                    
mate                 O                    O                    O                    O                    
Roberto              B-PER                B-PER                B-PER                B-PER                
Baggio               I-PER                I-PER                I-PER                I-PER                
did                  O                    O                    O                    O                    
not                  O                    O                    B-ORG                O                    
play                 O                    O                    O                    O                    
due                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
injury               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
New                  O                    B-MISC               O                    B-MISC               
Dutch                B-MISC               B-ORG                B-MISC               B-MISC               
signing              O                    O                    O                    O                    
Edgar                B-PER                B-PER                B-PER                B-PER                
Davids               I-PER                I-PER                I-PER                I-PER                
came                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
late                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
second               O                    O                    O                    O                    
half                 O                    O                    O                    O                    
as                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Milan                B-ORG                B-LOC                B-LOC                B-LOC                
substitute           O                    O                    O                    O                    
but                  O                    B-ORG                B-ORG                B-ORG                
made                 O                    O                    O                    O                    
little               O                    O                    O                    O                    
impact               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
VALLETTA             B-LOC                B-LOC                O                    B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
They                 O                    O                    O                    O                    
said                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
body                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Amer                 B-PER                B-PER                B-PER                B-PER                
Hishem               I-PER                I-PER                I-PER                I-PER                
Ali                  I-PER                I-PER                I-PER                I-PER                
Mohammed             I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
23                   O                    O                    O                    O                    
,                    O                    O                    O                    O                    
was                  O                    O                    O                    O                    
found                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
pool                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
blood                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Sliema               B-LOC                B-LOC                O                    B-LOC                
,                    O                    O                    O                    O                    
seven                O                    O                    O                    O                    
km                   O                    O                    O                    O                    
(                    O                    O                    O                    O                    
four                 O                    O                    O                    O                    
miles                O                    O                    O                    O                    
)                    O                    O                    O                    O                    
from                 O                    O                    O                    O                    
Valletta             B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
morning              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Police               O                    O                    O                    O                    
Commissioner         O                    O                    O                    O                    
George               B-PER                B-PER                B-PER                B-PER                
Grech                I-PER                I-PER                I-PER                I-PER                
said                 O                    O                    O                    O                    
police               O                    O                    O                    O                    
were                 O                    O                    O                    O                    
investigating        O                    O                    O                    O                    
the                  O                    O                    O                    O                    
possibility          O                    O                    O                    O                    
that                 O                    O                    O                    O                    
Mohammed             B-PER                B-PER                O                    O                    
had                  O                    O                    O                    O                    
links                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
an                   O                    O                    O                    O                    
Islamic              B-MISC               B-MISC               O                    B-MISC               
militant             O                    O                    O                    O                    
group                O                    O                    O                    O                    
as                   O                    O                    O                    O                    
reported             O                    O                    O                    O                    
by                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
local                O                    O                    O                    O                    
press                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
MOTORCYCLING         O                    B-ORG                B-ORG                B-ORG                
-                    O                    I-ORG                I-ORG                I-ORG                
WORLD                O                    I-ORG                I-ORG                I-ORG                
SUPERBIKE            O                    B-ORG                B-ORG                B-ORG                
CHAMPIONSHIP         O                    I-ORG                I-ORG                I-ORG                
RESULTS              O                    O                    O                    B-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
1.                   O                    O                    O                    O                    
Yuuchi               B-PER                B-MISC               B-PER                B-PER                
Takeda               I-PER                I-MISC               I-PER                I-PER                
(                    O                    O                    O                    O                    
Japan                B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Honda                B-ORG                B-ORG                B-ORG                B-ORG                
38                   O                    O                    O                    O                    
minutes              O                    O                    O                    O                    
30.054               O                    O                    O                    O                    
seconds              O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
2.                   O                    O                    O                    O                    
Noriyuki             B-PER                B-PER                B-PER                B-PER                
Haga                 I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Japan                B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    B-ORG                O                    
Yamaha               B-ORG                O                    I-ORG                O                    
38:30.140            O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
10.                  O                    O                    O                    O                    
Shiya                B-PER                B-PER                B-PER                B-PER                
Takeishi             I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Japan                B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Kawasaki             B-ORG                O                    O                    B-LOC                
38:52.271            O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
World                O                    B-ORG                O                    B-ORG                
championship         O                    O                    O                    O                    
standings            O                    O                    O                    O                    
(                    O                    O                    O                    O                    
after                O                    O                    O                    O                    
nine                 O                    O                    O                    O                    
rounds               O                    O                    O                    O                    
)                    O                    O                    O                    O                    
:                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
of                   O                    O                    O                    O                    
Japanese             B-MISC               B-MISC               B-LOC                B-LOC                
rider                O                    O                    O                    O                    
Noriyuki             B-PER                B-PER                B-PER                B-PER                
Haga                 I-PER                I-PER                I-PER                I-PER                
for                  O                    O                    O                    O                    
using                O                    O                    O                    O                    
an                   O                    O                    O                    O                    
illegal              O                    O                    O                    O                    
carburettor          O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
5.                   O                    O                    O                    O                    
Fujiwara             B-PER                B-PER                B-ORG                B-ORG                
38:33.595            O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
10.                  O                    O                    O                    O                    
Keiichi              B-PER                B-PER                B-PER                B-PER                
Kitigawa             I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Japan                B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Suzuki               B-ORG                O                    O                    B-ORG                
38:42.333            O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Fastest              O                    B-MISC               B-MISC               O                    
lap                  O                    O                    O                    O                    
:                    O                    O                    O                    O                    
Aoki                 B-PER                B-PER                B-PER                B-PER                
147.786              O                    I-PER                I-PER                I-PER                
kph                  O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
American             B-MISC               B-MISC               B-LOC                B-LOC                
League               I-MISC               O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    B-ORG                O                    
-                    O                    O                    I-ORG                O                    
TOGO                 B-ORG                B-ORG                B-ORG                B-ORG                
BEAT                 O                    B-ORG                B-ORG                B-ORG                
CONGO                B-ORG                B-LOC                B-ORG                B-ORG                
1-0                  O                    O                    O                    O                    
IN                   O                    B-ORG                B-ORG                O                    
AFRICA               B-MISC               B-LOC                B-ORG                B-ORG                
NATIONS              I-MISC               O                    B-ORG                O                    
CUP                  I-MISC               O                    I-ORG                O                    
QUALIFIER            O                    O                    I-ORG                O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
LOME                 B-LOC                B-ORG                B-ORG                B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
in                   O                    O                    O                    O                    
their                O                    O                    O                    O                    
African              B-MISC               B-MISC               B-MISC               B-ORG                
Nations              I-MISC               I-MISC               I-MISC               I-ORG                
Cup                  I-MISC               I-MISC               I-MISC               I-ORG                
preliminary          O                    O                    O                    O                    
round                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
second               O                    O                    O                    O                    
leg                  O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Scorer               O                    O                    B-ORG                O                    
:                    O                    O                    I-ORG                O                    
Salou                B-PER                B-PER                O                    B-ORG                
Bachirou             I-PER                I-PER                O                    I-ORG                
(                    O                    O                    O                    O                    
53rd                 O                    O                    O                    O                    
minute               O                    O                    O                    O                    
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
CYCLING              O                    B-ORG                B-ORG                O                    
-                    O                    I-ORG                I-ORG                O                    
FERRIGATO            B-PER                B-ORG                B-ORG                B-ORG                
SPRINTS              O                    O                    O                    O                    
TO                   O                    O                    O                    O                    
SECOND               O                    O                    O                    O                    
STRAIGHT             O                    O                    O                    O                    
WORLD                B-MISC               O                    O                    O                    
CUP                  I-MISC               O                    O                    O                    
WIN                  O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
ZURICH               B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Andrea               B-PER                B-PER                B-PER                B-PER                
Ferrigato            I-PER                I-PER                I-PER                I-PER                
of                   O                    I-PER                I-PER                I-PER                
Italy                B-LOC                B-LOC                B-LOC                B-LOC                
sprinted             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
his                  O                    O                    O                    O                    
second               O                    O                    O                    O                    
cycling              O                    O                    O                    O                    
World                B-MISC               B-MISC               B-MISC               B-MISC               
Cup                  I-MISC               I-MISC               I-MISC               I-MISC               
win                  O                    O                    O                    O                    
in                   O                    O                    O                    O                    
successive           O                    O                    O                    O                    
weekends             O                    O                    O                    O                    
with                 O                    O                    O                    O                    
victory              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    B-ORG                B-ORG                O                    
Swiss                B-MISC               B-LOC                B-LOC                B-LOC                
Grand                B-MISC               B-ORG                B-MISC               B-ORG                
Prix                 I-MISC               I-ORG                I-MISC               I-ORG                
on                   O                    O                    O                    O                    
Sunday               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ferrigato            B-PER                B-ORG                B-ORG                B-ORG                
,                    O                    O                    O                    O                    
winner               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Leeds                B-MISC               B-ORG                O                    B-LOC                
Classic              I-MISC               O                    O                    O                    
last                 O                    O                    O                    O                    
Sunday               O                    O                    O                    O                    
with                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
one                  O                    O                    O                    O                    
second               O                    O                    O                    O                    
win                  O                    O                    O                    O                    
over                 O                    O                    O                    O                    
Britain              B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
Max                  B-PER                B-PER                B-PER                B-PER                
Sciandri             I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    B-PER                
posted               O                    O                    O                    O                    
a                    O                    O                    O                    O                    
similarly            O                    O                    O                    O                    
narrow               O                    O                    O                    O                    
margin               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
victory              O                    O                    O                    O                    
again                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
26-year-old          O                    O                    O                    O                    
Italian              B-MISC               B-MISC               B-LOC                B-LOC                
surged               O                    O                    O                    O                    
past                 O                    O                    O                    O                    
compatriot           O                    O                    O                    O                    
Michele              B-PER                B-PER                B-PER                B-PER                
Bartoli              I-PER                I-PER                I-PER                I-PER                
and                  O                    O                    O                    O                    
last                 O                    O                    O                    O                    
year                 O                    O                    O                    O                    
's                   O                    O                    O                    O                    
winner               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
defending            O                    O                    O                    O                    
World                B-MISC               B-MISC               B-MISC               O                    
Cup                  I-MISC               I-MISC               I-MISC               O                    
champion             O                    O                    O                    B-MISC               
Johan                B-PER                B-PER                B-PER                B-PER                
Museeuw              I-PER                I-PER                I-PER                I-PER                
of                   O                    I-PER                I-PER                I-PER                
Belgium              B-LOC                B-LOC                B-LOC                B-LOC                
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
final                O                    O                    O                    O                    
few                  O                    O                    O                    O                    
metres               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
237km                O                    O                    O                    O                    
race                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
back-to-back         O                    O                    O                    O                    
wins                 O                    B-ORG                O                    O                    
vault                O                    O                    O                    O                    
Ferrigato            B-PER                B-ORG                B-ORG                B-ORG                
from                 O                    O                    O                    O                    
sixth                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
second               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
overall              O                    O                    O                    O                    
World                B-MISC               B-MISC               B-MISC               B-MISC               
Cup                  I-MISC               I-MISC               I-MISC               I-MISC               
rankings             O                    O                    O                    O                    
with                 O                    O                    O                    O                    
112                  O                    O                    O                    O                    
points               O                    O                    O                    O                    
but                  O                    B-ORG                B-ORG                B-ORG                
Museeuw              B-PER                B-PER                B-ORG                B-ORG                
continues            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
hold                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
commanding           O                    O                    O                    O                    
lead                 O                    O                    O                    O                    
with                 O                    O                    O                    O                    
162                  O                    O                    O                    O                    
points               O                    O                    O                    O                    
after                O                    O                    O                    O                    
eight                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
11                   O                    O                    O                    O                    
rounds               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
CHICAGO              B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
This                 O                    O                    O                    O                    
really               O                    O                    O                    O                    
indicates            O                    O                    O                    O                    
we                   O                    O                    O                    O                    
're                  O                    O                    O                    O                    
back                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
business             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
William              B-PER                B-PER                B-PER                O                    
Luehrs               I-PER                I-PER                I-PER                O                    
,                    O                    O                    O                    B-PER                
president            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Glenview             B-LOC                B-LOC                B-ORG                B-LOC                
,                    O                    O                    O                    B-LOC                
Ill.-based           B-LOC                O                    O                    O                    
company              O                    O                    O                    O                    
's                   O                    O                    O                    O                    
Networks             B-ORG                B-ORG                B-ORG                B-ORG                
Services             I-ORG                I-ORG                I-ORG                I-ORG                
Division             I-ORG                I-ORG                I-ORG                I-ORG                
,                    O                    O                    O                    O                    
said                 O                    O                    O                    B-ORG                
in                   O                    O                    O                    I-ORG                
a                    O                    O                    O                    I-ORG                
telephone            O                    O                    O                    O                    
interview            O                    O                    O                    O                    
.                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Anytime              O                    O                    O                    O                    
somebody             O                    O                    O                    O                    
gets                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
opportunity          O                    O                    O                    O                    
to                   O                    O                    O                    O                    
enter                O                    O                    O                    O                    
the                  O                    O                    O                    O                    
next                 O                    O                    O                    O                    
era                  O                    O                    O                    O                    
with                 O                    O                    O                    O                    
such                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
big                  O                    O                    O                    O                    
bang                 O                    O                    O                    O                    
has                  O                    O                    O                    O                    
got                  O                    O                    O                    O                    
to                   O                    B-ORG                B-ORG                O                    
be                   O                    I-ORG                I-ORG                O                    
seen                 O                    O                    O                    O                    
as                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
strong               O                    O                    O                    O                    
