PARAMETERS: 
 
labelset: weak 
split: train 
lambda: 0 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/weak_cls_3.json 
 
F1: 0.5761278195488722 
 
              precision    recall  f1-score   support

         LOC       0.56      0.86      0.68      2239
certificate          O                    O                    O                    O                    
of                   O                    O                    O                    O                    
deposit              O                    O                    O                    O                    
issue                O                    O                    O                    O                    
has                  O                    O                    O                    O                    
been                 O                    O                    O                    O                    
privately            O                    O                    O                    O                    
placed               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
sole                 O                    O                    O                    O                    
arranger             O                    O                    O                    O                    
HSBC                 B-ORG                B-ORG                B-ORG                B-ORG                
Markets              I-ORG                I-ORG                I-ORG                I-ORG                
said                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Clearing             O                    O                    O                    O                    
is                   O                    O                    O                    O                    
through              O                    O                    O                    O                    
the                  O                    B-LOC                B-PER                B-ORG                
Hong                 B-ORG                B-LOC                B-LOC                B-LOC                
Kong                 I-ORG                I-LOC                I-LOC                I-LOC                
Central              I-ORG                O                    O                    O                    
Moneymarkets         I-ORG                O                    O                    O                    
Unit                 I-ORG                O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
--                   O                    O                    O                    O                    
Hong                 B-ORG                B-LOC                B-LOC                B-LOC                
Kong                 I-ORG                I-LOC                I-LOC                I-LOC                
Newsroom             I-ORG                B-ORG                B-ORG                B-ORG                
(                    O                    O                    O                    O                    
852                  O                    O                    O                    O                    
)                    O                    O                    O                    O                    
2847                 O                    B-PER                B-PER                B-ORG                
4039                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
MIAMI                B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
agreement            O                    O                    O                    O                    
resolved             O                    O                    O                    O                    
a                    O                    O                    O                    O                    
dispute              O                    O                    O                    O                    
that                 O                    O                    O                    O                    
arose                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
June                 O                    O                    O                    O                    
when                 O                    O                    O                    O                    
Colombia             B-LOC                B-LOC                B-LOC                B-LOC                
turned               O                    O                    O                    O                    
down                 O                    O                    O                    O                    
American             B-ORG                B-MISC               B-MISC               B-MISC               
's                   O                    O                    O                    O                    
request              O                    O                    O                    O                    
to                   O                    O                    O                    O                    
operate              O                    O                    O                    O                    
flights              O                    O                    O                    O                    
between              O                    O                    O                    O                    
New                  B-LOC                B-LOC                B-LOC                B-LOC                
York                 I-LOC                I-LOC                I-LOC                I-LOC                
and                  O                    O                    O                    O                    
Bogota               B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
denial               O                    O                    O                    O                    
that                 O                    O                    O                    O                    
prompted             O                    O                    O                    O                    
the                  O                    B-LOC                B-ORG                B-LOC                
United               B-LOC                B-LOC                B-LOC                B-LOC                
States               I-LOC                I-LOC                I-LOC                I-LOC                
to                   O                    O                    O                    O                    
charge               O                    O                    O                    O                    
that                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Colombians           B-MISC               B-MISC               B-MISC               B-MISC               
were                 O                    O                    O                    O                    
breaking             O                    O                    O                    O                    
a                    O                    O                    O                    O                    
bilateral            O                    O                    O                    O                    
aviation             O                    O                    O                    O                    
agreement            O                    O                    O                    O                    
and                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
propose              O                    O                    O                    O                    
sanctions            O                    O                    O                    O                    
against              O                    O                    O                    O                    
one                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
two                  O                    O                    O                    O                    
Colombian            B-MISC               B-MISC               B-MISC               B-MISC               
airlines             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Avianca              B-ORG                B-ORG                B-ORG                B-ORG                
and                  O                    O                    O                    O                    
ACES                 B-ORG                B-ORG                B-ORG                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
DALGLISH             B-PER                B-PER                B-LOC                B-PER                
SAD                  O                    O                    O                    O                    
OVER                 O                    O                    O                    O                    
BLACKBURN            B-ORG                B-LOC                B-LOC                B-LOC                
PARTING              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Kenny                B-PER                B-PER                B-PER                B-PER                
Dalglish             I-PER                I-PER                I-PER                I-PER                
spoke                O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
his                  O                    O                    O                    O                    
sadness              O                    O                    O                    O                    
at                   O                    O                    O                    O                    
leaving              O                    O                    O                    O                    
Blackburn            B-ORG                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
club                 O                    O                    O                    O                    
he                   O                    O                    O                    O                    
led                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
English              B-MISC               B-MISC               B-LOC                B-LOC                
premier              O                    O                    O                    O                    
league               O                    O                    O                    O                    
title                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
1994-95              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
But                  O                    B-ORG                B-LOC                B-PER                
the                  O                    O                    O                    O                    
ex-manager           O                    O                    O                    O                    
confessed            O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
being                O                    O                    O                    O                    
"                    O                    O                    O                    O                    
sad                  O                    O                    O                    O                    
"                    O                    O                    O                    O                    
at                   O                    O                    O                    O                    
leaving              O                    O                    O                    O                    
after                O                    O                    O                    O                    
taking               O                    O                    O                    O                    
Blackburn            B-ORG                B-LOC                B-LOC                B-LOC                
from                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
second               O                    O                    O                    O                    
division             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
premier              O                    O                    O                    O                    
league               O                    O                    O                    O                    
title                O                    O                    O                    O                    
inside               O                    O                    O                    O                    
three                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
half                 O                    O                    O                    O                    
years                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
FRANKFURT            B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
NOTE                 O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Full                 O                    B-ORG                B-ORG                B-ORG                
name                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
state-owned          O                    O                    O                    O                    
German               B-MISC               B-MISC               B-ORG                B-MISC               
railway              O                    O                    O                    O                    
company              O                    O                    O                    O                    
is                   O                    O                    O                    O                    
Deutsche             B-ORG                B-LOC                B-ORG                B-ORG                
Bahn                 I-ORG                I-LOC                I-ORG                I-ORG                
AG                   I-ORG                B-ORG                B-ORG                B-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
KUALA                B-LOC                B-LOC                B-ORG                B-LOC                
LUMPUR               I-LOC                I-LOC                I-ORG                I-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
CANBERRA             B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
--                   O                    O                    O                    O                    
Sydney               B-ORG                B-LOC                B-LOC                B-LOC                
Newsroom             I-ORG                B-PER                B-ORG                B-ORG                
61-2                 O                    O                    O                    O                    
9373-1800            O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
CRICKET              O                    O                    O                    O                    
-                    O                    O                    O                    O                    
PAKISTAN             B-ORG                B-LOC                B-LOC                B-LOC                
339-4                O                    O                    O                    O                    
V                    O                    B-ORG                B-ORG                B-LOC                
ENGLAND              B-ORG                B-LOC                B-LOC                B-LOC                
-                    O                    O                    O                    O                    
close                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Saeed                B-PER                B-PER                B-PER                B-PER                
Anwar                I-PER                I-PER                I-PER                I-PER                
c                    O                    I-PER                I-PER                I-PER                
Croft                B-PER                O                    O                    O                    
b                    O                    O                    O                    O                    
Cork                 B-PER                B-LOC                B-PER                B-LOC                
176                  O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ijaz                 B-PER                B-PER                B-PER                B-PER                
Ahmed                I-PER                I-PER                I-PER                I-PER                
c                    O                    I-PER                I-PER                I-PER                
Stewart              B-PER                B-PER                B-PER                B-PER                
b                    O                    O                    O                    O                    
Mullally             B-PER                B-ORG                B-PER                B-PER                
61                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
England              B-ORG                B-LOC                B-PER                B-LOC                
326                  O                    O                    O                    O                    
all                  O                    O                    O                    O                    
out                  O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
French               B-MISC               B-MISC               B-MISC               B-LOC                
1997                 O                    O                    O                    O                    
budget               O                    O                    O                    O                    
due                  O                    O                    O                    O                    
around               O                    O                    O                    O                    
September            O                    O                    O                    O                    
10                   O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Juppe                B-PER                B-PER                B-PER                B-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BREGANCON            B-LOC                B-ORG                B-ORG                B-LOC                
,                    O                    O                    O                    O                    
France               B-LOC                B-LOC                B-LOC                B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
--                   O                    O                    O                    O                    
Paris                B-LOC                B-LOC                B-LOC                B-LOC                
newsroom             O                    O                    O                    O                    
+331                 O                    B-ORG                B-ORG                B-PER                
4221                 O                    I-ORG                I-ORG                I-PER                
5452                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
NEW                  B-LOC                B-LOC                B-ORG                B-LOC                
DELHI                I-LOC                I-LOC                I-ORG                I-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Rangarajan           B-PER                B-PER                B-PER                B-ORG                
explained            O                    O                    O                    O                    
that                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
cash                 O                    O                    O                    O                    
reserve              O                    O                    O                    O                    
ratio                O                    O                    O                    O                    
was                  O                    O                    O                    O                    
an                   O                    O                    O                    O                    
instrument           O                    O                    O                    O                    
that                 O                    O                    O                    O                    
central              O                    O                    O                    O                    
banks                O                    O                    O                    O                    
could                O                    O                    O                    O                    
use                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
regulate             O                    O                    O                    O                    
money                O                    O                    O                    O                    
supply               O                    O                    O                    O                    
by                   O                    O                    O                    O                    
reducing             O                    O                    O                    O                    
or                   O                    O                    O                    O                    
increasing           O                    O                    O                    O                    
the                  O                    O                    O                    O                    
ratio                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
GLORIA               B-ORG                B-PER                B-ORG                B-ORG                
BISTRITA             I-ORG                O                    O                    O                    
BEAT                 O                    B-ORG                B-ORG                B-ORG                
2-1                  O                    O                    O                    O                    
F.C.                 B-ORG                B-ORG                B-ORG                B-ORG                
VALLETTA             I-ORG                I-ORG                I-ORG                I-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Gloria               B-ORG                B-PER                B-PER                B-PER                
Bistrita             I-ORG                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Romania              B-LOC                B-LOC                B-LOC                B-ORG                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
2-1                  O                    O                    O                    O                    
(                    O                    O                    O                    O                    
halftime             O                    O                    O                    O                    
1-1                  O                    O                    O                    O                    
)                    O                    O                    O                    O                    
F.C.                 B-ORG                B-ORG                B-ORG                B-ORG                
Valletta             I-ORG                B-LOC                B-LOC                B-LOC                
(                    O                    O                    O                    O                    
Malta                B-LOC                B-LOC                B-LOC                B-MISC               
)                    O                    O                    O                    O                    
in                   O                    O                    O                    O                    
their                O                    O                    O                    O                    
Cup                  B-MISC               B-MISC               B-MISC               B-MISC               
winners              I-MISC               O                    O                    O                    
Cup                  I-MISC               B-MISC               B-MISC               B-MISC               
match                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
second               O                    O                    O                    O                    
leg                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
preliminary          O                    O                    O                    O                    
round                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
F.C.                 B-ORG                B-ORG                B-ORG                B-LOC                
La                   I-ORG                I-ORG                I-ORG                I-LOC                
Valletta             I-ORG                B-LOC                B-LOC                B-LOC                
-                    O                    B-ORG                B-ORG                B-LOC                
Gilbert              B-PER                B-PER                B-PER                B-PER                
Agius                I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
24th                 O                    O                    O                    O                    
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ulster               B-ORG                B-LOC                B-LOC                B-ORG                
Petroleums           I-ORG                B-ORG                B-ORG                B-ORG                
Ltd                  I-ORG                I-ORG                I-ORG                I-ORG                
Q2                   O                    O                    O                    O                    
net                  O                    O                    O                    O                    
profit               O                    O                    O                    O                    
falls                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
CALGARY              B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
(                    O                    O                    O                    O                    
All                  O                    O                    O                    O                    
data                 O                    B-PER                B-ORG                B-ORG                
above                O                    O                    O                    O                    
000s                 O                    O                    O                    O                    
except               O                    O                    O                    O                    
per                  O                    O                    O                    O                    
share                O                    O                    O                    O                    
numbers              O                    O                    O                    O                    
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Soccer               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Kennedy              B-PER                B-LOC                B-ORG                B-PER                
and                  O                    B-PER                B-LOC                B-PER                
Phelan               B-PER                B-PER                B-PER                B-PER                
both                 O                    O                    O                    O                    
out                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Irish                B-MISC               B-MISC               B-LOC                B-MISC               
squad                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
DUBLIN               B-LOC                B-LOC                B-PER                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Two                  O                    O                    O                    O                    
players              O                    O                    O                    O                    
have                 O                    O                    O                    O                    
withdrawn            O                    O                    O                    O                    
from                 O                    O                    O                    O                    
the                  O                    B-LOC                B-LOC                B-LOC                
Republic             B-ORG                B-LOC                B-LOC                B-LOC                
of                   I-ORG                I-LOC                I-LOC                I-LOC                
Ireland              I-ORG                I-LOC                I-LOC                I-LOC                
squad                O                    B-ORG                B-LOC                B-ORG                
for                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
1998                 O                    O                    O                    O                    
World                B-MISC               B-MISC               B-ORG                B-MISC               
Cup                  I-MISC               I-MISC               I-ORG                I-MISC               
qualifying           O                    O                    O                    O                    
match                O                    O                    O                    O                    
against              O                    O                    O                    O                    
Liechenstein         B-ORG                B-PER                B-PER                B-PER                
on                   O                    O                    O                    O                    
August               O                    O                    O                    O                    
31                   O                    O                    O                    O                    
,                    O                    O                    O                    O                    
the                  O                    B-LOC                B-LOC                B-LOC                
Football             B-ORG                B-ORG                B-ORG                B-LOC                
Association          I-ORG                I-ORG                I-ORG                I-LOC                
of                   I-ORG                B-LOC                B-LOC                B-LOC                
Ireland              I-ORG                B-LOC                B-LOC                B-LOC                
said                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
statement            O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
WELLINGTON           B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
UN                   B-ORG                B-ORG                B-ORG                B-MISC               
official             O                    O                    O                    O                    
says                 O                    B-ORG                B-ORG                B-ORG                
Iraqi                B-MISC               B-MISC               B-MISC               B-MISC               
deal                 O                    O                    O                    O                    
will                 O                    O                    O                    O                    
occur                O                    O                    O                    O                    
"                    O                    O                    O                    O                    
soon                 O                    O                    O                    O                    
