PARAMETERS: 
 
labelset: distant 
split: train 
lambda: 0 
k: 3 
fine-tune: False 
 
 
CLS: 
 
Run 1: 
 
File: ./results/distant_cls_1.json 
 
F1: 0.6042005515875822 
 
              precision    recall  f1-score   support

         LOC       0.79      0.62      0.70      2239
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
--                   O                    O                    O                    O                    
Lehman               B-ORG                B-PER                B-PER                B-PER                
analyst              O                    O                    O                    O                    
Blake                B-PER                B-PER                B-PER                B-PER                
Bath                 I-PER                O                    O                    O                    
started              O                    O                    O                    O                    
Southern             B-ORG                B-ORG                B-PER                B-PER                
New                  I-ORG                I-ORG                I-PER                I-PER                
England              I-ORG                I-ORG                I-PER                I-PER                
Telecommunciations   I-ORG                I-ORG                I-PER                I-PER                
Corp                 I-ORG                I-ORG                I-PER                I-PER                
with                 O                    O                    O                    O                    
an                   O                    O                    O                    O                    
outperform           O                    O                    O                    O                    
rating               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
his                  O                    O                    O                    O                    
office               O                    O                    O                    O                    
said                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
LONDON               B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
--                   O                    O                    O                    O                    
Rosemary             B-PER                B-PER                B-ORG                B-ORG                
Bennett              I-PER                I-PER                I-ORG                I-ORG                
,                    O                    O                    O                    O                    
London               B-ORG                B-ORG                B-ORG                B-ORG                
Newsroom             I-ORG                I-ORG                I-ORG                I-ORG                
+44                  O                    O                    O                    O                    
171                  O                    O                    O                    O                    
542                  O                    O                    O                    O                    
7715                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
AKRON                B-LOC                O                    O                    O                    
,                    O                    O                    O                    O                    
Ohio                 B-LOC                B-LOC                B-PER                B-PER                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
DUBLIN               B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
-                    O                    O                    O                    O                    
Ireland              B-LOC                B-LOC                B-LOC                B-MISC               
's                   O                    O                    O                    O                    
biggest              O                    O                    O                    O                    
mortgage             O                    O                    O                    O                    
lender               O                    O                    O                    O                    
Irish                B-ORG                O                    O                    O                    
Permanent            I-ORG                O                    O                    O                    
ended                O                    O                    O                    O                    
weeks                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
stalemate            O                    O                    O                    O                    
when                 O                    O                    O                    O                    
it                   O                    O                    O                    O                    
announced            O                    O                    O                    O                    
it                   O                    O                    O                    O                    
was                  O                    O                    O                    O                    
increasing           O                    O                    O                    O                    
its                  O                    O                    O                    O                    
mortgage             O                    O                    O                    O                    
lending              O                    O                    O                    O                    
rate                 O                    O                    O                    O                    
by                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
quarter              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
percentage           O                    O                    O                    O                    
point                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
-                    O                    O                    O                    O                    
The                  O                    B-ORG                B-ORG                B-MISC               
Irish                B-MISC               I-ORG                I-ORG                I-MISC               
Department           B-ORG                I-ORG                I-ORG                I-MISC               
of                   I-ORG                I-ORG                I-ORG                I-MISC               
Enterprise           I-ORG                I-ORG                I-ORG                I-MISC               
and                  I-ORG                I-ORG                I-ORG                I-MISC               
Employment           I-ORG                I-ORG                I-ORG                I-MISC               
has                  O                    O                    O                    O                    
widened              O                    O                    O                    O                    
its                  O                    O                    O                    O                    
probe                O                    O                    O                    O                    
into                 O                    O                    O                    O                    
Taylor               B-ORG                B-PER                B-PER                B-PER                
Asset                I-ORG                O                    O                    O                    
Managers             I-ORG                O                    O                    O                    
to                   O                    O                    O                    O                    
include              O                    O                    O                    O                    
the                  O                    O                    O                    O                    
investigation        O                    O                    O                    O                    
of                   O                    O                    O                    O                    
investments          O                    O                    O                    O                    
of                   O                    O                    O                    O                    
10                   O                    O                    O                    O                    
more                 O                    O                    O                    O                    
investors            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
-                    O                    O                    O                    O                    
Members              O                    B-PER                B-PER                B-PER                
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
County               B-LOC                O                    O                    O                    
Antrim               I-LOC                B-PER                B-PER                B-MISC               
Protestant           B-MISC               O                    O                    O                    
family               O                    O                    O                    O                    
who                  O                    O                    O                    O                    
were                 O                    O                    O                    O                    
driven               O                    O                    O                    O                    
into                 O                    O                    O                    O                    
exile                O                    O                    O                    O                    
by                   O                    O                    O                    O                    
by                   O                    O                    O                    O                    
loyalist             O                    O                    O                    O                    
paramilitaries       O                    O                    O                    O                    
two                  O                    O                    O                    O                    
years                O                    O                    O                    O                    
ago                  O                    O                    O                    O                    
returned             O                    O                    O                    O                    
yesterday            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
live                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Northern             B-LOC                O                    O                    O                    
Ireland              I-LOC                O                    O                    O                    
in                   O                    O                    O                    O                    
defiance             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
threat               O                    O                    O                    O                    
hanging              O                    O                    O                    O                    
over                 O                    O                    O                    O                    
them                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
-                    O                    O                    O                    O                    
Talks                O                    O                    O                    O                    
will                 O                    O                    O                    O                    
resume               O                    O                    O                    O                    
next                 O                    O                    O                    O                    
Tuesday              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
an                   O                    O                    O                    O                    
attempt              O                    O                    O                    O                    
to                   O                    O                    O                    O                    
avoid                O                    O                    O                    O                    
a                    O                    O                    O                    O                    
major                O                    O                    O                    O                    
strike               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Irish                B-MISC               B-MISC               B-MISC               B-MISC               
retail               O                    O                    O                    O                    
chain                O                    O                    O                    O                    
Dunnes               B-ORG                O                    O                    O                    
Stores               I-ORG                B-PER                B-MISC               B-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
-                    O                    O                    O                    O                    
Top                  O                    O                    O                    O                    
dealers              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
London               B-LOC                B-LOC                B-LOC                B-LOC                
office               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
U.S.                 B-LOC                O                    O                    O                    
bankers              O                    O                    O                    O                    
Merrill              B-ORG                B-PER                B-PER                B-PER                
Lynch                I-ORG                I-PER                I-PER                I-PER                
are                  O                    O                    O                    O                    
transferring         O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Dublin               B-LOC                B-LOC                B-MISC               B-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
PAPENDRECHT          B-LOC                O                    O                    O                    
,                    O                    O                    O                    O                    
Netherlands          B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
PONTIAC              B-LOC                B-LOC                B-PER                B-LOC                
,                    O                    O                    O                    O                    
Mich                 B-LOC                B-LOC                B-PER                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
On                   O                    O                    O                    O                    
August               O                    O                    O                    O                    
15                   O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Kevorkian            B-PER                B-PER                B-PER                B-PER                
helped               O                    O                    O                    O                    
Judith               B-PER                B-PER                B-PER                B-PER                
Curren               I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
42-year-old          O                    O                    O                    O                    
Massachusetts        B-LOC                B-LOC                B-PER                B-LOC                
nurse                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
suffered             O                    O                    O                    O                    
from                 O                    O                    O                    O                    
chronic              O                    O                    O                    O                    
fatigue              O                    O                    O                    O                    
syndrome             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
non-terminal         O                    O                    O                    O                    
illness              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
to                   O                    O                    O                    O                    
end                  O                    O                    O                    O                    
her                  O                    O                    O                    O                    
life                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
MANAGUA              B-LOC                B-LOC                B-PER                B-LOC                
,                    O                    O                    O                    O                    
Nicaragua            B-LOC                B-LOC                B-LOC                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Nicaraguan           B-MISC               O                    O                    O                    
President            O                    O                    O                    O                    
Violeta              B-PER                B-PER                B-PER                B-LOC                
Chamorro             I-PER                I-PER                I-PER                I-LOC                
was                  O                    O                    O                    O                    
due                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
fly                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
United               B-LOC                O                    O                    O                    
States               I-LOC                B-PER                B-PER                B-PER                
on                   O                    O                    O                    O                    
Saturday             O                    O                    O                    O                    
for                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
medical              O                    O                    O                    O                    
check-up             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
determine            O                    O                    O                    O                    
if                   O                    O                    O                    O                    
surgery              O                    O                    O                    O                    
was                  O                    O                    O                    O                    
needed               O                    O                    O                    O                    
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
lower                O                    O                    O                    O                    
part                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
her                  O                    O                    O                    O                    
spinal               O                    O                    O                    O                    
column               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
government           O                    O                    O                    O                    
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Chamorro             B-PER                B-PER                B-PER                B-PER                
has                  O                    O                    O                    O                    
complained           O                    O                    O                    O                    
of                   O                    O                    O                    O                    
lower                O                    O                    O                    O                    
back                 O                    O                    O                    O                    
pain                 O                    O                    O                    O                    
since                O                    O                    O                    O                    
her                  O                    O                    O                    O                    
trip                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Taiwan               B-LOC                B-LOC                B-PER                B-LOC                
in                   O                    O                    O                    O                    
May                  O                    O                    O                    O                    
,                    O                    O                    O                    O                    
when                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
pain                 O                    O                    O                    O                    
forced               O                    O                    O                    O                    
her                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
go                   O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Taipei               B-ORG                B-ORG                B-PER                B-PER                
University           I-ORG                I-ORG                I-PER                I-PER                
Hospital             I-ORG                I-ORG                I-PER                I-PER                
for                  O                    I-ORG                I-PER                I-PER                
an                   O                    O                    O                    O                    
examination          O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Chamorro             B-PER                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
66                   O                    O                    O                    O                    
,                    O                    O                    O                    O                    
suffers              O                    O                    O                    O                    
from                 O                    O                    O                    O                    
osteoporosis         O                    O                    O                    O                    
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
disease              O                    O                    O                    O                    
that                 O                    O                    O                    O                    
weakens              O                    O                    O                    O                    
the                  O                    O                    O                    O                    
bones                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
and                  O                    O                    O                    O                    
has                  O                    O                    O                    O                    
repeatedly           O                    O                    O                    O                    
flown                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Washington           B-LOC                B-LOC                B-LOC                B-PER                
for                  O                    O                    O                    O                    
treatment            O                    O                    O                    O                    
by                   O                    O                    O                    O                    
her                  O                    O                    O                    O                    
longtime             O                    O                    O                    O                    
doctor               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Sam                  B-PER                B-PER                B-PER                B-PER                
Wilson               I-PER                I-PER                I-PER                I-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Consultations        O                    O                    O                    O                    
should               O                    O                    O                    O                    
be                   O                    O                    O                    O                    
held                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
set                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
time                 O                    O                    O                    O                    
and                  O                    O                    O                    O                    
format               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
talks                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
official             O                    O                    O                    O                    
Xinhua               B-ORG                B-PER                B-LOC                B-PER                
news                 O                    O                    O                    O                    
agency               O                    O                    O                    O                    
quoted               O                    O                    O                    O                    
Tang                 B-PER                B-PER                B-PER                B-PER                
Shubei               I-PER                O                    O                    O                    
,                    O                    O                    O                    O                    
executive            O                    O                    O                    O                    
vice                 O                    O                    O                    O                    
chairman             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Association          B-ORG                B-ORG                B-LOC                B-PER                
for                  I-ORG                I-ORG                I-LOC                I-PER                
Relations            I-ORG                I-ORG                I-LOC                I-PER                
Across               I-ORG                I-ORG                I-LOC                I-PER                
the                  I-ORG                O                    O                    O                    
Taiwan               I-ORG                O                    O                    O                    
Straits              I-ORG                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
as                   O                    O                    O                    O                    
saying               O                    O                    O                    O                    
late                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
American             B-MISC               B-MISC               B-ORG                B-ORG                
League               I-MISC               I-MISC               I-ORG                I-ORG                

 
Token                Clean                Original             CLS                  SUM                  
 
National             B-MISC               B-MISC               B-ORG                B-ORG                
League               I-MISC               I-MISC               I-ORG                I-ORG                

 
Token                Clean                Original             CLS                  SUM                  
 
GLASGOW              B-LOC                B-LOC                B-MISC               B-MISC               
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Result               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Scottish             B-MISC               B-MISC               B-MISC               B-ORG                
third                O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
East                 B-ORG                B-ORG                B-MISC               B-ORG                
Stirling             I-ORG                I-ORG                I-MISC               I-ORG                
0                    O                    O                    O                    O                    
Albion               B-ORG                B-ORG                B-MISC               B-ORG                
1                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Two                  O                    O                    O                    O                    
pct                  O                    O                    O                    O                    
India                B-LOC                B-LOC                B-PER                B-LOC                
current              O                    O                    O                    O                    
account              O                    O                    O                    O                    
deficit              O                    O                    O                    O                    
viable               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
RBI                  B-ORG                O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    B-ORG                B-PER                B-PER                
Reserve              B-ORG                I-ORG                I-PER                I-PER                
Bank                 I-ORG                I-ORG                I-PER                I-PER                
of                   I-ORG                I-ORG                I-PER                I-PER                
India                I-ORG                I-ORG                I-PER                I-PER                
Governor             O                    I-ORG                I-PER                I-PER                
Chakravarty          B-PER                I-ORG                I-PER                I-PER                
Rangarajan           I-PER                I-ORG                I-PER                I-PER                
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
that                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
current              O                    O                    O                    O                    
account              O                    O                    O                    O                    
deficit              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
two                  O                    O                    O                    O                    
percent              O                    O                    O                    O                    
