PARAMETERS: 
 
labelset: distant 
split: train 
lambda: 0 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/distant_cls_2.json 
 
F1: 0.6399830280743936 
 
              precision    recall  f1-score   support

         LOC       0.84      0.67      0.75      2239
in                   O                    O                    O                    O                    
clashes              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Turkish              B-MISC               B-MISC               B-LOC                B-MISC               
troops               O                    O                    O                    O                    
have                 O                    O                    O                    O                    
killed               O                    O                    O                    O                    
17                   O                    O                    O                    O                    
Kurdish              B-MISC               O                    O                    O                    
rebels               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
recent               O                    O                    O                    O                    
clashes              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
southeast            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
country              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
state-run            O                    O                    O                    O                    
Anatolian            B-MISC               O                    O                    O                    
news                 O                    O                    O                    O                    
agency               O                    O                    O                    O                    
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Two                  O                    O                    O                    O                    
security             O                    O                    O                    O                    
officials            O                    O                    O                    O                    
and                  O                    O                    O                    O                    
two                  O                    O                    O                    O                    
state-paid           O                    O                    O                    O                    
village              O                    O                    O                    O                    
guards               O                    O                    O                    O                    
were                 O                    O                    O                    O                    
killed               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
fighting             O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Kurdistan            B-ORG                B-ORG                B-LOC                B-ORG                
Workers              I-ORG                I-ORG                I-LOC                I-ORG                
Party                I-ORG                I-ORG                I-LOC                I-ORG                
(                    O                    O                    O                    O                    
PKK                  B-ORG                O                    O                    O                    
)                    O                    O                    O                    O                    
guerrillas           O                    O                    O                    O                    
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
agency               O                    O                    O                    O                    
quoted               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
emergency            O                    O                    O                    O                    
rule                 O                    O                    O                    O                    
governor             O                    O                    O                    O                    
's                   O                    O                    O                    O                    
office               O                    O                    O                    O                    
as                   O                    O                    O                    O                    
saying               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
South                B-MISC               O                    O                    O                    
African              I-MISC               O                    O                    O                    
provincial           O                    O                    O                    O                    
side                 O                    O                    O                    O                    
Boland               B-ORG                B-PER                B-PER                B-PER                
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
they                 O                    O                    O                    O                    
had                  O                    O                    O                    O                    
signed               O                    O                    O                    O                    
Leicestershire       B-ORG                B-ORG                B-LOC                B-PER                
fast                 O                    O                    O                    O                    
bowler               O                    O                    O                    O                    
David                B-PER                B-PER                B-PER                B-PER                
Millns               I-PER                I-PER                I-PER                I-PER                
on                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
one                  O                    O                    O                    O                    
year                 O                    O                    O                    O                    
contract             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Millns               B-PER                O                    O                    O                    
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
toured               O                    O                    O                    O                    
Australia            B-LOC                B-LOC                B-LOC                B-LOC                
with                 O                    O                    O                    O                    
England              B-ORG                B-LOC                B-LOC                B-LOC                
A                    I-ORG                O                    O                    O                    
in                   O                    O                    O                    O                    
1992/93              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
replaces             O                    O                    O                    O                    
former               O                    O                    O                    O                    
England              B-ORG                B-LOC                B-LOC                B-PER                
all-rounder          O                    O                    O                    O                    
Phillip              B-PER                B-PER                B-PER                B-LOC                
DeFreitas            I-PER                O                    O                    O                    
as                   O                    O                    O                    O                    
Boland               B-ORG                B-PER                B-PER                B-PER                
's                   O                    O                    O                    O                    
overseas             O                    O                    O                    O                    
professional         O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
--                   O                    O                    O                    O                    
Lehman               B-ORG                B-PER                B-PER                B-PER                
analyst              O                    O                    O                    O                    
Blake                B-PER                B-PER                B-PER                B-PER                
Bath                 I-PER                O                    O                    O                    
started              O                    O                    O                    O                    
Southern             B-ORG                B-ORG                B-PER                B-PER                
New                  I-ORG                I-ORG                I-PER                I-PER                
England              I-ORG                I-ORG                I-PER                I-PER                
Telecommunciations   I-ORG                I-ORG                I-PER                I-PER                
Corp                 I-ORG                I-ORG                I-PER                I-PER                
with                 O                    O                    O                    O                    
an                   O                    O                    O                    O                    
outperform           O                    O                    O                    O                    
rating               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
his                  O                    O                    O                    O                    
office               O                    O                    O                    O                    
said                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
LONDON               B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
--                   O                    O                    O                    O                    
Rosemary             B-PER                B-PER                B-ORG                B-ORG                
Bennett              I-PER                I-PER                I-ORG                I-ORG                
,                    O                    O                    O                    O                    
London               B-ORG                B-ORG                B-ORG                B-ORG                
Newsroom             I-ORG                I-ORG                I-ORG                I-ORG                
+44                  O                    O                    O                    O                    
171                  O                    O                    O                    O                    
542                  O                    O                    O                    O                    
7715                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
AKRON                B-LOC                O                    O                    O                    
,                    O                    O                    O                    O                    
Ohio                 B-LOC                B-LOC                B-PER                B-PER                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
DUBLIN               B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
-                    O                    O                    O                    O                    
A                    O                    O                    O                    O                    
second               O                    O                    O                    O                    
Japanese             B-MISC               O                    O                    O                    
trawler              O                    O                    O                    O                    
was                  O                    O                    O                    O                    
under                O                    O                    O                    O                    
arrest               O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
night                O                    O                    O                    O                    
as                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Irish                B-ORG                O                    O                    O                    
Navy                 I-ORG                B-PER                B-PER                B-ORG                
and                  O                    O                    O                    O                    
Air                  B-ORG                O                    O                    O                    
Corps                I-ORG                O                    O                    O                    
continued            O                    O                    O                    O                    
a                    O                    O                    O                    O                    
cat                  O                    O                    O                    O                    
and                  O                    O                    O                    O                    
mouse                O                    O                    O                    O                    
game                 O                    O                    O                    O                    
with                 O                    O                    O                    O                    
up                   O                    O                    O                    O                    
to                   O                    O                    O                    O                    
40                   O                    O                    O                    O                    
vessels              O                    O                    O                    O                    
off                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Irish                B-MISC               B-MISC               B-MISC               B-MISC               
coast                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
-                    O                    O                    O                    O                    
Members              O                    B-PER                B-PER                B-MISC               
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
County               B-LOC                O                    O                    O                    
Antrim               I-LOC                B-PER                B-LOC                B-PER                
Protestant           B-MISC               O                    O                    O                    
family               O                    O                    O                    O                    
who                  O                    O                    O                    O                    
were                 O                    O                    O                    O                    
driven               O                    O                    O                    O                    
into                 O                    O                    O                    O                    
exile                O                    O                    O                    O                    
by                   O                    O                    O                    O                    
by                   O                    O                    O                    O                    
loyalist             O                    O                    O                    O                    
paramilitaries       O                    O                    O                    O                    
two                  O                    O                    O                    O                    
years                O                    O                    O                    O                    
ago                  O                    O                    O                    O                    
returned             O                    O                    O                    O                    
yesterday            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
live                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Northern             B-LOC                O                    O                    O                    
Ireland              I-LOC                O                    O                    O                    
in                   O                    O                    O                    O                    
defiance             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
threat               O                    O                    O                    O                    
hanging              O                    O                    O                    O                    
over                 O                    O                    O                    O                    
them                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
PAPENDRECHT          B-LOC                O                    O                    O                    
,                    O                    O                    O                    O                    
Netherlands          B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
PONTIAC              B-LOC                B-LOC                B-PER                B-LOC                
,                    O                    O                    O                    O                    
Mich                 B-LOC                B-LOC                B-PER                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Dr                   O                    O                    O                    O                    
Robert               B-PER                B-PER                B-PER                B-PER                
Aranosian            I-PER                O                    O                    O                    
,                    O                    O                    O                    O                    
emergency            O                    O                    O                    O                    
room                 O                    O                    O                    O                    
director             O                    O                    O                    O                    
at                   O                    O                    O                    O                    
Pontiac              B-ORG                O                    O                    O                    
Osteopathic          I-ORG                O                    O                    O                    
Hospital             I-ORG                O                    O                    O                    
,                    O                    O                    O                    O                    
said                 O                    O                    O                    O                    
Kevorkian            B-PER                B-PER                B-PER                B-PER                
brought              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
body                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Patricia             B-PER                B-PER                B-PER                B-PER                
Smith                I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Lees                 B-LOC                B-PER                B-PER                B-PER                
Summit               I-LOC                O                    O                    O                    
,                    O                    O                    O                    O                    
Mo                   B-LOC                B-PER                B-PER                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
MANAGUA              B-LOC                B-LOC                B-PER                B-LOC                
,                    O                    O                    O                    O                    
Nicaragua            B-LOC                B-LOC                B-LOC                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Nicaraguan           B-MISC               O                    O                    O                    
President            O                    O                    O                    O                    
Violeta              B-PER                B-PER                B-PER                B-PER                
Chamorro             I-PER                I-PER                I-PER                I-PER                
was                  O                    O                    O                    O                    
due                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
fly                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
United               B-LOC                O                    O                    O                    
States               I-LOC                B-PER                B-LOC                B-LOC                
on                   O                    O                    O                    O                    
Saturday             O                    O                    O                    O                    
for                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
medical              O                    O                    O                    O                    
check-up             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
determine            O                    O                    O                    O                    
if                   O                    O                    O                    O                    
surgery              O                    O                    O                    O                    
was                  O                    O                    O                    O                    
needed               O                    O                    O                    O                    
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
lower                O                    O                    O                    O                    
part                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
her                  O                    O                    O                    O                    
spinal               O                    O                    O                    O                    
column               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
government           O                    O                    O                    O                    
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Chamorro             B-PER                B-PER                B-PER                B-PER                
has                  O                    O                    O                    O                    
complained           O                    O                    O                    O                    
of                   O                    O                    O                    O                    
lower                O                    O                    O                    O                    
back                 O                    O                    O                    O                    
pain                 O                    O                    O                    O                    
since                O                    O                    O                    O                    
her                  O                    O                    O                    O                    
trip                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Taiwan               B-LOC                B-LOC                B-LOC                B-LOC                
in                   O                    O                    O                    O                    
May                  O                    O                    O                    O                    
,                    O                    O                    O                    O                    
when                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
pain                 O                    O                    O                    O                    
forced               O                    O                    O                    O                    
her                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
go                   O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Taipei               B-ORG                B-ORG                B-PER                B-LOC                
University           I-ORG                I-ORG                I-PER                I-LOC                
Hospital             I-ORG                I-ORG                I-PER                I-LOC                
for                  O                    I-ORG                I-PER                I-LOC                
an                   O                    O                    O                    O                    
examination          O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Consultations        O                    O                    O                    O                    
should               O                    O                    O                    O                    
be                   O                    O                    O                    O                    
held                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
set                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
time                 O                    O                    O                    O                    
and                  O                    O                    O                    O                    
format               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
talks                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
official             O                    O                    O                    O                    
Xinhua               B-ORG                B-PER                B-PER                B-PER                
news                 O                    O                    O                    O                    
agency               O                    O                    O                    O                    
quoted               O                    O                    O                    O                    
Tang                 B-PER                B-PER                B-PER                B-PER                
Shubei               I-PER                O                    O                    O                    
,                    O                    O                    O                    O                    
executive            O                    O                    O                    O                    
vice                 O                    O                    O                    O                    
chairman             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Association          B-ORG                B-ORG                B-PER                B-PER                
for                  I-ORG                I-ORG                I-PER                I-PER                
Relations            I-ORG                I-ORG                I-PER                I-PER                
Across               I-ORG                I-ORG                I-PER                I-PER                
the                  I-ORG                O                    O                    O                    
Taiwan               I-ORG                O                    O                    O                    
Straits              I-ORG                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
as                   O                    O                    O                    O                    
saying               O                    O                    O                    O                    
late                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
GLASGOW              B-LOC                B-LOC                B-LOC                B-MISC               
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Result               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Scottish             B-MISC               B-MISC               B-ORG                B-MISC               
third                O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Two                  O                    O                    O                    O                    
pct                  O                    O                    O                    O                    
India                B-LOC                B-LOC                B-LOC                B-PER                
current              O                    O                    O                    O                    
account              O                    O                    O                    O                    
deficit              O                    O                    O                    O                    
viable               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
RBI                  B-ORG                O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    B-ORG                B-PER                B-PER                
Reserve              B-ORG                I-ORG                I-PER                I-PER                
Bank                 I-ORG                I-ORG                I-PER                I-PER                
of                   I-ORG                I-ORG                I-PER                I-PER                
India                I-ORG                I-ORG                I-PER                I-PER                
Governor             O                    I-ORG                I-PER                I-PER                
Chakravarty          B-PER                I-ORG                I-PER                I-PER                
Rangarajan           I-PER                I-ORG                I-PER                I-PER                
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
that                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
current              O                    O                    O                    O                    
account              O                    O                    O                    O                    
deficit              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
two                  O                    O                    O                    O                    
